Family,Genus,species,sub.species,binomial,other.genera,other.species,other.names.sub.species,Source.of.taxonomy information,notes.on.taxonomy,Sexual.System,Karyotype,notes..Karyotype,Predicted.ploidy,female2N,male2N,notesMale2N,notes..comments,cite.key,,,,,,
Noctuidae,Catocala,fraxini,,Catocala fraxini,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Catocala,hymenaea,,Catocala hymenaea,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Catocala,nupta,,Catocala nupta,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Catocala,puerpera,,Catocala puerpera,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Ceramica,pisi,,Ceramica pisi,Mamestra,pisi,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Cerastis,leucographa,,Cerastis leucographa,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Cerastis,rubricosa,,Cerastis rubricosa,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Chrysodeixis,chalcytes,,Chrysodeixis chalcytes,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Colocasia,coryli,,Colocasia coryli,Calocasia,coryli,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Conistra,vaccinii,,Conistra vaccinii,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Cosmia,camplostigma,,Cosmia camplostigma,,,,GBIF,Accepted,gonochorous,,,,,62,,,Saitoh 1960,,,,,,
Noctuidae,Cosmia,camptostigma,,Cosmia camptostigma,,,,GBIF,Accepted,,,,,,62,,,"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48.",,,,,,
Noctuidae,Cosmia,trapezina,,Cosmia trapezina,,,,GBIF,Accepted,,,,,,64,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Cosmophila,erosa,,Cosmophila erosa,,,,,,,,,,,62,,,"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149.",,,,,,
Noctuidae,Diachrysia,chrysitis,,Diachrysia chrysitis,Plusia,chrysitis,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Diachrysia,zosimi,,Diachrysia zosimi,Plusia,zosimi,,Lepindex,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Diarsia,brunnea,,Diarsia brunnea,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Diarsia,rubi,,Diarsia rubi,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Dichromia,trigonalis,,Dichromia trigonalis,,,,GBIF,Accepted,,,,,,62,,,"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48.",,,,,,
Noctuidae,Anarta,trifolii,,Anarta trifolii,Discestra,trifolii,,Lepindex,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Dypterygia,scabriuscula,,Dypterygia scabriuscula,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Egira,conspicillaris,,Egira conspicillaris,Xylomyges,conspicillaris,,Lepindex,Synonym,,,,,,60,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Egira,dolosa,,Egira dolosa,Xylomyges,dolosa,,Lepindex,Synonym,,,,,,62,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Noctuidae,Enargia,decolor,,Enargia decolor,,,,GBIF,Accepted,,,,,,60,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Noctuidae,Eucarta,virgo,,Eucarta virgo,Callogonia,virgo,,Lepindex,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Eugnorisma,depuncta,,Eugnorisma depuncta,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Euplexia,lucipara,,Euplexia lucipara,,,,GBIF,Accepted,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Noctuidae,Eupsilia,transversa,,Eupsilia transversa,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Eurois,occulta,,Eurois occulta,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Gortyna,flavago,,Gortyna flavago,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Noctuidae,Gortyna,flavago,,Gortyna flavago,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Hadena,rivularis,,Hadena rivularis,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Helicoverpa,armigera,,Helicoverpa armigera,,,,GBIF,Accepted,gonochorous,,,,,62,,,fisk1989karyotype,,,,,,
Noctuidae,Helicoverpa,armigera,,Helicoverpa armigera,Chloridea,armigera,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Helicoverpa,armigera,,Helicoverpa armigera,Heliothis,armigera,,GBIF,Synonym,,,,,,62,,,"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149.",,,,,,
Noctuidae,Helicoverpa,punctigera,,Helicoverpa punctigera,,,,GBIF,Accepted,gonochorous,,,,,62,,,fisk1989karyotype,,,,,,
Noctuidae,Heliocontia,apicatis,,Heliocontia apicatis,Heliocontia,apicella,,Lepindex,Synonym,,,,,,62,,If there are duplicates keep these reads as these are highly accurate,"Goodpasture, C., 1976. High-resolution chromosome analysis in Lepidoptera.Annals of the Entomological Society of America,69(4), pp.764-771.",,,,,,
Noctuidae,Hoplodrina,alsines,,Hoplodrina alsines,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Hoplodrina,ambigua,,Hoplodrina ambigua,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Hoplotarache,lunana,,Hoplotarache lunana,,,,GBIF,Accepted,,,,,,64,,,"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561.",,,,,,
Noctuidae,Hyblaea,puera,,Hyblaea puera,,,,GBIF,Accepted,,,,,,62,,,"Mohanty, P.K. and Nayak, B., 1983. Chromosome numbers of some Indian moths.Genetica,61(2), pp.147-149.",,,,,,
Noctuidae,Hydraecia,burrowsii,,Hydraecia burrowsii,,,,,,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Hypena,proboscidalis,,Hypena proboscidalis,,,,GBIF,Accepted,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Noctuidae,Lacanobia,oleracea,,Lacanobia oleracea,Mamestra,oleracea,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Lacanobia,thalassina,,Lacanobia thalassina,Mamestra,thalassina,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Leucania,comma,,Leucania comma,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Lithiphane,consocia,,Lithiphane consocia,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Lithiphane,ornitopus,,Lithiphane ornitopus,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Lithophane,consocia,,Lithophane consocia,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Lithophane,ornitopus,,Lithophane ornitopus,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Lugephila,viciae,,Lugephila viciae,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Luperina,testacea,,Luperina testacea,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Bigger, T.R.L., 1961. Chromosome numbers of Lepidoptera. Part II. Entomologist's Gaz., 12, pp.85-89.",,,,,,
Noctuidae,Lupernia,testacea,,Lupernia testacea,,,,GBIF,Accepted,,,,,,58,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Macdunnoughia,confusa,,Macdunnoughia confusa,Autographa,confusa,,GBIF,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mamestra,brassicae,,Mamestra brassicae,,,,GBIF,Accepted,,,,,,62,,,"Saitoh, K., 1959. The chromosomes of some species of moths. The Japanese Journal of Genetics, 34(3), pp.84-87.",,,,,,
Noctuidae,Mamestra,suasa,,Mamestra suasa,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Melanchra,persicariae,,Melanchra persicariae,Mamestra,persicariae,,GBIF,Synonym,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Noctuidae,Moma,alpium,,Moma alpium,Daseochaeta,alpium,,ftp.funet.fi,Synonym,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,conigera,,Mytgimna conigera,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,favicolor,,Mytgimna favicolor,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,ferrago,,Mytgimna ferrago,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,impura,,Mytgimna impura,,,,GBIF,Accepted,,,,,,62,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Noctuidae,Mytgimna,pallens,,Mytgimna pallens,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,pudorina,,Mytgimna pudorina,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mytgimna,turca,,Mytgimna turca,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Mythimna,conigera,,Mythimna conigera,Leucania,conigera,,GBIF,Synonym,gonochorous,,,,,62,,,"Bigger, T.R.L., 1961. Chromosome numbers of Lepidoptera. Part II. Entomologist's Gaz., 12, pp.85-89.",,,,,,
Noctuidae,Mythimna,conigera,,Mythimna conigera,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,favicolor,,Mythimna favicolor,Leucania,favicolor,,GBIF,Synonym,gonochorous,,,,,62,,,Cockayne 1952d,,,,,,
Noctuidae,Mythimna,favicolor,,Mythimna favicolor,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,ferraeo,,Mythimna ferraeo,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,impura,,Mythimna impura,Leucania,impura,,GBIF,Synonym,gonochorous,,,,,62,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Noctuidae,Mythimna,impura,,Mythimna impura,Leucania,impura,,GBIF,Synonym,gonochorous,,,,,58,,,"Bigger, T.R.L., 1961. Chromosome numbers of Lepidoptera. Part II. Entomologist's Gaz., 12, pp.85-89.",,,,,,
Noctuidae,Mythimna,impura,,Mythimna impura,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,pallens,,Mythimna pallens,Leucania,pallens,,GBIF,Synonym,gonochorous,,,,,62,,,Cockayne 1952d,,,,,,
Noctuidae,Mythimna,pallens,,Mythimna pallens,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,pudorina,,Mythimna pudorina,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Mythimna,turca,,Mythimna turca,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Noctua,comes,,Noctua comes,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Noctua,fimbriata,,Noctua fimbriata,Agrotis,fimbria,,GBIF,Synonym,gonochorous,,,,,58,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Noctuidae,Noctua,fimbriata,,Noctua fimbriata,,,,GBIF,Accepted,,,,,,58,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Noctuidae,Noctua,janthina,,Noctua janthina,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Noctua,pronuba,,Noctua pronuba,,,,GBIF,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Nycteola,frigidana,,Nycteola frigidana,,,,GBIF,Accepted,,,,,,50,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Noctuidae,Nycteola,rinereana,,Nycteola rinereana,,,,,,,,,,,56,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Noctuidae,Ochropleura,plecta,,Ochropleura plecta,,,,GBIF,Accepted,,,,,,62,,,"Werner, L. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. (1975). Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica 45: 377–395.",,,,,,
Noctuidae,Ophiusa,melicerte,,Ophiusa melicerte,,,,,,,,,,,62,,,"Gupta, Y., 1964. Chromosomal studies in some Indian Lepidoptera. Chromosoma, 15(5), pp.540-561.",,,,,,
Noctuidae,Orchropleura,plecta,,Orchropleura plecta,,,,Lepindex,Accepted,,,,,,62,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,cruda,,Orthosia cruda,,,,GBIF,Accepted,,,,,,64,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,gothica,,Orthosia gothica,,,,GBIF,Accepted,,,,,,72,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,gracilis,,Orthosia gracilis,,,,GBIF,Accepted,gonochorous,ZO,,,27,28,,,traut2008sex,,,,,,
Noctuidae,Orthosia,gracilis,,Orthosia gracilis,,,,GBIF,Accepted,,,,,,18,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,incerta,,Orthosia incerta,,,,GBIF,Accepted,,,,,,60,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,miniosa,,Orthosia miniosa,,,,GBIF,Accepted,,,,,,54,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,munda,,Orthosia munda,,,,GBIF,Accepted,,,,,,52,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,rorida,,Orthosia rorida,,,,GBIF,Accepted,,,,,,240,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
Noctuidae,Orthosia,stabilis,,Orthosia stabilis,,,,GBIF,Accepted,,,,,,58,,,"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395.",,,,,,
